address,rest_coords
14701UNION TPKE11367.0,POINT (-73.81493756258 40.718285019076)
150WEST   49 STREET10019.0,POINT (-73.982334066518 40.7598596835)
150EAST   50 STREET10022.0,POINT (-73.971751936907 40.75622350553)
1250WATERS PL10461.0,POINT (-73.839574150953 40.852134477292)
4643 AVENUE10016.0,POINT (-73.97917323447 40.744293616786)
6319 AVENUE10036.0,POINT (-73.99146661637 40.760039135276)
8113NORTHERN BLVD11372.0,POINT (-73.886081341108 40.755484246595)
3209CHURCH AVENUE11226.0,POINT (-73.94745305846 40.650911811425)
29910 AVENUE10001.0,POINT (-74.002230483078 40.750361408336)
179AVENUE U11223.0,POINT (-73.977660346117 40.596492618567)
2928HOYT AVENUE11102.0,POINT (-73.918089519908 40.770640669667)
1378LEXINGTON AVENUE10128.0,POINT (-73.953339311533 40.782583627131)
15628NORTHERN BLVD11354.0,POINT (-73.808824869434 40.763961680113)
370WEST   58 STREET10019.0,POINT (-73.984599002463 40.768319352533)
6063FRESH POND RD11378.0,POINT (-73.901315453786 40.715227153111)
8786PARSONS BLVD11432.0,POINT (-73.802460098147 40.707123160061)
9522AVENUE L11236.0,POINT (-73.896591426268 40.637817516923)
5617JUNCTION BLVD11373.0,POINT (-73.866013696638 40.737086368339)
632011 AVENUE11219.0,POINT (-74.00489959319 40.629637975145)
6729 AVENUE10036.0,POINT (-73.990488194721 40.761342818565)
878MANOR ROAD10314.0,POINT (-74.120856998266 40.60537626985)
343WEST   49 STREET10019.0,POINT (-73.987697676456 40.762141277958)
14912 AVENUE10075.0,POINT (-73.955722093403 40.772431724155)
2349ARTHUR AVENUE10458.0,POINT (-73.888553724437 40.854407414694)
344731ST ST11106.0,POINT (-73.927835638157 40.758921603863)
74610 AVENUE10019.0,POINT (-73.991437080091 40.765141637967)
217MULBERRY STREET10012.0,POINT (-73.996157833806 40.72225223755)
203EAST  125 STREET10035.0,POINT (-73.935444708219 40.803544854678)
65LUDLOW STREET10002.0,POINT (-73.989812713595 40.717250882856)
9EAST MOUNT EDEN AVENUE10452.0,POINT (-73.914427637334 40.844216434959)
215WEST   57 STREET10019.0,POINT (-73.980895665472 40.765886941316)
138-89FRANCIS LEWIS BOULEVARD11422.0,POINT (-73.736632704421 40.666760526893)
13649ROOSEVELT AVE11354.0,POINT (-73.828476859092 40.759982634242)
488DRIGGS AVENUE11211.0,POINT (-73.954867015605 40.718502303219)
4034162 ST11358.0,POINT (-73.803802767367 40.761746413664)
9502FOURTH AVENUE11209.0,POINT (-74.031156413124 40.615893452412)
68023 AVENUE11220.0,POINT (-74.025714735225 40.636563025001)
8334BROADWAY11373.0,POINT (-73.879023511931 40.740358862807)
161-03CROSSBAY BOULEVARD11414.0,POINT (-73.83896749314 40.655550935611)
663 AVENUE10003.0,POINT (-73.988554897885 40.731416504959)
22441 AVENUE10029.0,POINT (-73.935737833411 40.795527607344)
691CO-OP CITY BOULEVARD10475.0,POINT (-73.824289988047 40.879779039121)
2922DITMARS BLVD11105.0,POINT (-73.911539569014 40.776704465073)
528 AVENUE10014.0,POINT (-74.003630206504 40.738578108589)
0JOHN F. KENNEDY INTL AIRPORT11430.0,POINT (-73.788281497594 40.648312826068)
119EAST   18 STREET10003.0,POINT (-73.987467846594 40.736678105003)
17182 AVENUE10128.0,POINT (-73.950214199533 40.77995832995)
7503 AVENUE10017.0,POINT (-73.972308849083 40.753714930771)
338WEST   39 STREET10018.0,POINT (-73.992380360585 40.755820504989)
5520BROADWAY10463.0,POINT (-73.905894119128 40.877396309248)
4629 AVENUE10018.0,POINT (-73.995495444398 40.754472992554)
950JEWETT AVENUE10314.0,POINT (-74.130757472302 40.612913560092)
14611ROCKAWAY BLVD11436.0,POINT (-73.791341330438 40.673463427544)
12418101 AVENUE11419.0,POINT (-73.821575944848 40.691193616894)
1641YORK AVENUE10028.0,POINT (-73.946953060384 40.776169108111)
105EAST BROADWAY10002.0,POINT (-73.99321844896 40.713789981732)
2704QUEENS PLZ S11101.0,POINT (-73.939697788634 40.75009855577)
7811ROOSEVELT AVENUE11372.0,POINT (-73.887441613737 40.747267768978)
1023SOUTHERN BOULEVARD10459.0,POINT (-73.891850092704 40.823642042663)
1099CONEY ISLAND AVENUE11230.0,POINT (-73.966368767409 40.630761248181)
16851 AVENUE10128.0,POINT (-73.948674016606 40.777849680402)
10402ATLANTIC AVENUE11416.0,POINT (-73.8408013309 40.690414962288)
412016 AVENUE11204.0,POINT (-73.981225072183 40.635161788938)
2304AMSTERDAM AVENUE10033.0,POINT (-73.93404651748 40.843803936519)
1053FLUSHING AVENUE11237.0,POINT (-73.93017457627 40.704156737704)
4116HYLAN BOULEVARD10308.0,POINT (-74.148429218558 40.539405674462)
287PARK AVENUE SOUTH10010.0,POINT (-73.986720296845 40.739678047559)
5241CENTER BLVD11101.0,POINT (-73.960654248064 40.741401270049)
366AUDUBON AVENUE10033.0,POINT (-73.931296671117 40.850172855276)
245WEST   51 STREET10019.0,POINT (-73.984492073505 40.762431833901)
21706MERRICK BLVD11413.0,POINT (-73.752119717522 40.679926136137)
361430TH AVE11103.0,POINT (-73.917194095549 40.764911717603)
2807CROPSEY AVENUE11214.0,POINT (-73.988245036881 40.586297308425)
1886EASTCHESTER ROAD10461.0,POINT (-73.8440578227 40.851545041002)
233KINGSTON AVENUE11213.0,POINT (-73.941946111689 40.671936905479)
151EAST  103 STREET10029.0,POINT (-73.947393260115 40.790197743917)
97A7 AVENUE11215.0,POINT (-73.97562980656 40.674194245262)
410BEACH  129 STREET11694.0,POINT (-73.849295450425 40.578230564344)
187STATE STREET11201.0,POINT (-73.991670305989 40.690223274226)
517COURT STREET11231.0,POINT (-73.99938713181 40.675094376428)
1127WASHINGTON AVENUE11225.0,POINT (-73.960723237545 40.66141042141)
529STANLEY AVENUE11207.0,POINT (-73.888801477391 40.6572460267)
137WEST   33 STREET10001.0,POINT (-73.989403520042 40.749614365755)
501WEST   51 STREET10019.0,POINT (-73.991419003112 40.765350238165)
441818 AVENUE11204.0,POINT (-73.97771016605 40.630495028117)
345COURT STREET11231.0,POINT (-73.99592218276 40.682282872632)
1212CASTLE HILL AVENUE10462.0,POINT (-73.851102892328 40.832245140795)
4104162 STREET11358.0,POINT (-73.803880195917 40.761197592995)
55105 AVENUE11220.0,POINT (-74.013368324212 40.642180954917)
519COLUMBUS AVENUE10024.0,POINT (-73.972587914321 40.785897263869)
706AVENUE U11223.0,POINT (-73.963897094301 40.597993248794)
303PARK AVENUE SOUTH10010.0,POINT (-73.986247435206 40.740320266445)
441MYRTLE AVENUE11205.0,POINT (-73.967992340105 40.693213656211)
466LEXINGTON AVENUE10017.0,POINT (-73.974449236755 40.753646808324)
32EAST KINGSBRIDGE ROAD10468.0,POINT (-73.896569718165 40.867125760964)
118-18LIBERTY AVENUE11419.0,POINT (-73.824809667951 40.686046653524)
10826GUY R BREWER BLVD11433.0,POINT (-73.790866557705 40.696021928017)
1731 AVENUE10003.0,POINT (-73.984160690966 40.729157040439)
191PRINCE STREET10012.0,POINT (-74.002485844564 40.726564303338)
10DOYERS STREET10013.0,POINT (-73.998109804486 40.71444067687)
990AVENUE OF THE AMERICAS10018.0,POINT (-73.986598845024 40.751403656504)
1131MADISON AVENUE10028.0,POINT (-73.959562673202 40.779802807974)
25305NORTHERN BOULEVARD11362.0,POINT (-73.735392916356 40.770798559134)
2046ROCKAWAY PARKWAY11236.0,POINT (-73.888885168683 40.633059078724)
1200CASTLE HILL AVENUE10462.0,POINT (-73.851052782355 40.832030985902)
54072 AVENUE11220.0,POINT (-74.019358371197 40.646733691161)
40WEST   31 STREET10001.0,POINT (-73.987732913442 40.747275662702)
4012104TH ST11368.0,POINT (-73.861455803626 40.749372016176)
69KINGSLAND AVE11211.0,POINT (-73.940437281006 40.718363968022)
12602 AVENUE10065.0,POINT (-73.961069799916 40.765072225292)
951135TH AVE11372.0,POINT (-73.872438327647 40.753183504166)
6221FORT HAMILTON PARKWAY11219.0,POINT (-74.007223549011 40.631954449001)
636HUDSON STREET10014.0,POINT (-74.005499444447 40.73865488759)
13HILLEL PLACE11210.0,POINT (-73.948025946503 40.632626335586)
130WEST BROADWAY10013.0,POINT (-74.00832579675 40.716666397473)
1068CASTLETON AVENUE10310.0,POINT (-74.118135654474 40.634471106521)
110WEST   38 STREET10018.0,POINT (-73.986522819383 40.752542723188)
135WILLIAM STREET10038.0,POINT (-74.00664763999 40.709351697601)
200HUGUENOT AVENUE10312.0,POINT (-74.201110553915 40.55106468164)
847 AVENUE10011.0,POINT (-73.999022068404 40.739470209967)
3371EASTCHESTER ROAD10469.0,POINT (-73.846067533274 40.876469925673)
136WEST BROADWAY10013.0,POINT (-74.008213985776 40.716806388717)
404EAST   14 STREET10009.0,POINT (-73.982258701416 40.731218080873)
45EAST   30 STREET10016.0,POINT (-73.984236303145 40.745010807073)
1260LEXINGTON AVENUE10028.0,POINT (-73.956162018562 40.778717381856)
23114MERRICK BLVD11413.0,POINT (-73.739038257589 40.675623464484)
84105 AVENUE11209.0,POINT (-74.025424793297 40.622696444722)
23WEST   56 STREET10019.0,POINT (-73.975442069963 40.762710219463)
419UTICA AVENUE11213.0,POINT (-73.93155034674 40.664092081485)
1117MCDONALD AVENUE11230.0,POINT (-73.976256240584 40.626125040729)
9612 AVENUE10022.0,POINT (-73.968146423221 40.755407367711)
100BUSHWICK AVENUE11206.0,POINT (-73.940641519189 40.711845247032)
85810 AVENUE10019.0,POINT (-73.988851724264 40.768687641758)
3764BROADWAY10032.0,POINT (-73.945114587014 40.833717357285)
164WYCKOFF AVENUE11237.0,POINT (-73.916164840577 40.702382461844)
1651LEXINGTON AVENUE10029.0,POINT (-73.947150640431 40.791023802593)
531NOSTRAND AVENUE11216.0,POINT (-73.949608262689 40.679252615261)
625BERGEN STREET11238.0,POINT (-73.969120159922 40.679608119284)
25441HORACE HARDING EXPRESSWAY11362.0,POINT (-73.726713344799 40.763872379501)
6627BAY PARKWAY11204.0,POINT (-73.982441548738 40.612868846814)
8305 AVENUE10065.0,POINT (-73.970515990865 40.767704518048)
3016 AVENUE10014.0,POINT (-74.00165252091 40.730651274532)
247WEST   38 STREET10018.0,POINT (-73.990142732725 40.754085646443)
1114DEKALB AVENUE11221.0,POINT (-73.929990718602 40.693814322173)
482UTICA AVENUE11203.0,POINT (-73.931480481223 40.661934643418)
10203NORTHERN BOULEVARD11368.0,POINT (-73.866423570257 40.757551812033)
3549BROADWAY10031.0,POINT (-73.950258586895 40.826698655136)
226ATLANTIC AVENUE11201.0,POINT (-73.991619923421 40.68942728623)
4102AVENUE D11203.0,POINT (-73.937854048596 40.641596707994)
942337TH AVE11372.0,POINT (-73.872879312238 40.750963480031)
3891BROADWAY10032.0,POINT (-73.942346761471 40.837531187934)
633539TH AVE11377.0,POINT (-73.900359349786 40.746590778624)
6144 AVENUE11215.0,POINT (-73.993526231882 40.664790302244)
3323AVENUE N11234.0,POINT (-73.941961173165 40.617554556943)
925LEXINGTON AVENUE10065.0,POINT (-73.963959821686 40.767990846042)
7021AUSTIN ST11375.0,POINT (-73.846266353414 40.720702776178)
117AVENUE D10009.0,POINT (-73.975957939861 40.723803320198)
2179RALPH AVENUE11234.0,POINT (-73.91780808158 40.624805215274)
276KNICKERBOCKER AVENUE11237.0,POINT (-73.924294331765 40.702174025438)
8509 AVENUE10019.0,POINT (-73.98645492606 40.766875844564)
86203 AVENUE11209.0,POINT (-74.031156255268 40.623243985703)
349EAST   14 STREET10003.0,POINT (-73.98299468347 40.731536585101)
61227 AVENUE11220.0,POINT (-74.012549216632 40.636071163171)
10810ROCKAWAY BEACH DR11694.0,POINT (-73.829873267008 40.581403770332)
538WEST  207 STREET10034.0,POINT (-73.919852217041 40.865546920617)
55147TH AVE11101.0,POINT (-73.95513711591 40.745875953294)
2882BROADWAY10025.0,POINT (-73.965680489622 40.805545068261)
861BROADWAY10003.0,POINT (-73.990267905023 40.737361822923)
27 1/2ESSEX STREET10002.0,POINT (-73.989675870276 40.715722034668)
7614JAMAICA AVENUE11421.0,POINT (-73.865398700823 40.691588308888)
184KENT AVENUE11249.0,POINT (-73.963698098788 40.718483480375)
379BROOME STREET10013.0,POINT (-73.99647901741 40.720344634593)
23617 AVENUE10030.0,POINT (-73.942256004382 40.817261231563)
3159CONEY ISLAND AVENUE11235.0,POINT (-73.959695593209 40.578874396317)
3843 AVENUE10016.0,POINT (-73.981075851859 40.741680932408)
1631LEXINGTON AVENUE10029.0,POINT (-73.947606172251 40.790398208116)
13344WHITESTONE EXPY11354.0,POINT (-73.835664109703 40.768611705133)
253WEST   47 STREET10036.0,POINT (-73.986283082385 40.759906884359)
87163 AVENUE11209.0,POINT (-74.031444107888 40.622543987056)
15603NORTHERN BLVD11354.0,POINT (-73.808983516572 40.764027818613)
89EAST BROADWAY10002.0,POINT (-73.993727069175 40.713748839149)
54-18FLUSHING AVENUE11378.0,POINT (-73.913006662183 40.715236617573)
195GREENPOINT AVENUE11222.0,POINT (-73.951730666293 40.730438017893)
371030TH AVE11103.0,POINT (-73.916418408489 40.764546102424)
926FULTON STREET11238.0,POINT (-73.963973560738 40.682856431157)
416AJERSEY STREET10301.0,POINT (-74.087483334528 40.638127223133)
2916CRESCENT STREET11102.0,POINT (-73.924712569212 40.769091672571)
271 1/2AMSTERDAM AVENUE10023.0,POINT (-73.981310731227 40.779017919773)
480AMSTERDAM AVENUE10024.0,POINT (-73.976379625738 40.785826743055)
2049RICHMOND TERRACE10302.0,POINT (-74.131233063765 40.640371861372)
222WYCKOFF AVENUE11237.0,POINT (-73.913980880959 40.701120993586)
196-50NORTHERN BOULEVARD11358.0,POINT (-73.784593097446 40.757850078084)
2564 AVENUE11215.0,POINT (-73.983744255741 40.676388759582)
4609QUEENS BOULEVARD11104.0,POINT (-73.918502390534 40.743135719401)
1464ST NICHOLAS AVENUE10033.0,POINT (-73.932687746593 40.850722625298)
2087CONEY ISLAND AVENUE11223.0,POINT (-73.961796579114 40.606306526303)
746EAST  233 STREET10466.0,POINT (-73.855578335418 40.892810638782)
585 AVENUE11217.0,POINT (-73.977199193788 40.681240407674)
11924METROPOLITAN AVE11415.0,POINT (-73.831433115006 40.706033075142)
264KINGS HIGHWAY11223.0,POINT (-73.980905797948 40.605243586043)
49-10QUEENS BOULEVARD11377.0,POINT (-73.915630220862 40.742790547751)
428TROUTMAN STREET11237.0,POINT (-73.92219300383 40.707214764481)
854 AVENUE10003.0,POINT (-73.990275951973 40.731696629805)
420PARK AVENUE SOUTH10016.0,POINT (-73.983738571533 40.743797552699)
9745QUEENS BLVD11374.0,POINT (-73.859885050248 40.729226264696)
21091 AVENUE10029.0,POINT (-73.938970697937 40.791132280719)
94024 AVENUE11209.0,POINT (-74.030900997304 40.616579717885)
22867 AVENUE10030.0,POINT (-73.944013848394 40.814887898189)
3747JUNCTION BLVD11368.0,POINT (-73.870277737298 40.750614728108)
570VANDERBILT AVENUE11238.0,POINT (-73.968179174958 40.67958315893)
4961BROADWAY10034.0,POINT (-73.920246997645 40.867973535584)
39174 AVENUE11232.0,POINT (-74.00631039332 40.652468998942)
801EDGEWATER ROAD10474.0,POINT (-73.883470796457 40.817653049355)
4090BOSTON ROAD10475.0,POINT (-73.828375272215 40.885779695433)
1RICHMOND TERRACE10301.0,POINT (-74.072788802132 40.64372588042)
14063 AVENUE10075.0,POINT (-73.956883062187 40.774861274698)
3HYATT STREET10301.0,POINT (-74.07655260509 40.642200072915)
2913BROADWAY11106.0,POINT (-73.926791955609 40.762637346859)
99ROGERS AVENUE11216.0,POINT (-73.952863859589 40.674198122444)
242EAST  116 STREET10029.0,POINT (-73.938520776753 40.797299494753)
8904QUEENS BLVD11373.0,POINT (-73.874465642047 40.734707981164)
50MACDOUGAL STREET10012.0,POINT (-74.00270235087 40.727354791072)
783LYDIG AVENUE10462.0,POINT (-73.864449724702 40.854439151763)
45110 AVENUE10018.0,POINT (-73.998603136374 40.755340416539)
747NOSTRAND AVENUE11216.0,POINT (-73.950302412823 40.671858490404)
55GANSEVOORT STREET10014.0,POINT (-74.007018726294 40.739395890824)
3328FULTON STREET11208.0,POINT (-73.872813798573 40.683455767114)
8824VAN WYCK EXPY11418.0,POINT (-73.816692186999 40.702099150325)
105EAST    9 STREET10003.0,POINT (-73.990243660689 40.730455993193)
1924NOSTRAND AVENUE11226.0,POINT (-73.948287829016 40.638700658449)
324431ST ST11106.0,POINT (-73.925721034099 40.761557968442)
15915JAMAICA AVE11432.0,POINT (-73.799942778289 40.703443538348)
75FRANKLIN STREET10013.0,POINT (-74.004458782622 40.717863331921)
1281ARTHUR KILL ROAD10312.0,POINT (-74.182902699277 40.565483466151)
2656BROADWAY10025.0,POINT (-73.969545538941 40.797690690037)
1910HYLAN BOULEVARD10305.0,POINT (-74.096259866989 40.58295270743)
778SENECA AVENUE11385.0,POINT (-73.906056355788 40.701825670703)
2745JACKSON AVE11101.0,POINT (-73.93962741539 40.748108566493)
9946 AVENUE10018.0,POINT (-73.986530249726 40.751499715092)
5249 AVENUE10018.0,POINT (-73.993939589546 40.756608343883)
130UTICA AVENUE11213.0,POINT (-73.930591506124 40.674483234261)
28703 AVENUE10455.0,POINT (-73.917028635322 40.816392162818)
940BROADWAY10010.0,POINT (-73.989339987746 40.740696628025)
1944AMSTERDAM AVENUE10032.0,POINT (-73.942369270636 40.832425985588)
303MADISON AVENUE10017.0,POINT (-73.979614656424 40.752330357313)
2643RICHMOND AVENUE10314.0,POINT (-74.169059688206 40.582256237567)
792416 AVENUE11214.0,POINT (-74.003389281436 40.613852776)
838FLATBUSH AVENUE11226.0,POINT (-73.959103520872 40.651901938616)
2883RICHMOND AVENUE10314.0,POINT (-74.169792335024 40.57592016823)
112JOHN STREET10038.0,POINT (-74.005796248936 40.707669199832)
10718CORONA AVE11368.0,POINT (-73.855751548793 40.74355980781)
283WEST  118 STREET10026.0,POINT (-73.953774736486 40.805461295412)
234WEST   44 STREET10036.0,POINT (-73.987420520437 40.757914319796)
9716SEAVIEW AVENUE11236.0,POINT (-73.889254576945 40.634069517305)
8159LEFFERTS BOULEVARD11415.0,POINT (-73.830861558328 40.708110028436)
347WEST   46 STREET10036.0,POINT (-73.989275462132 40.760365577684)
14983 AVENUE10028.0,POINT (-73.954743627621 40.777794593983)
4181BOWNE ST11355.0,POINT (-73.822559781368 40.757558245092)
431BBEACH  129 STREET11694.0,POINT (-73.849471247075 40.578494295837)
438MYRTLE AVENUE11205.0,POINT (-73.968071685965 40.693188975379)
2134BROADWAY11106.0,POINT (-73.931471421454 40.765085816223)
142NASSAU AVENUE11222.0,POINT (-73.947654341651 40.724792990358)
1201BUSHWICK AVENUE11221.0,POINT (-73.915930281159 40.688241215696)
1367BROADWAY10018.0,POINT (-73.987547980077 40.751928012689)
1520METROPOLITAN AVENUE10462.0,POINT (-73.858470223583 40.839445675105)
21911JAMAICA AVE11428.0,POINT (-73.735822246311 40.718289264477)
1181SUTTER AVENUE11208.0,POINT (-73.874316543447 40.672431649431)
75233 AVENUE11209.0,POINT (-74.02787070998 40.63123764227)
3701JUNCTION BLVD11368.0,POINT (-73.870659071977 40.751251943765)
1186BROADWAY11221.0,POINT (-73.927363290619 40.692500685688)
249WEST BROADWAY10013.0,POINT (-74.005797312648 40.719853228729)
505FRANKLIN AVENUE11238.0,POINT (-73.955714257245 40.681412530704)
413EAST   69 STREET10021.0,POINT (-73.956481227084 40.76547954596)
1787 AVENUE SOUTH10014.0,POINT (-74.001439757548 40.735998079012)
8PARK PLACE10007.0,POINT (-74.008076406495 40.712702969338)
20529HOLLIS AVE11412.0,POINT (-73.751982050831 40.707143115371)
2446BROADWAY10024.0,POINT (-73.974380647186 40.791071534214)
1077BERGEN STREET11216.0,POINT (-73.950641704337 40.676134999255)
1322EAST GUN HILL ROAD10469.0,POINT (-73.847829644471 40.871276498522)
60410 AVENUE10036.0,POINT (-73.994762250179 40.760580050424)
3421EAST TREMONT AVENUE10465.0,POINT (-73.827931020558 40.832660165293)
4093BROADWAY10032.0,POINT (-73.938910729305 40.844473596312)
4240BROADWAY10033.0,POINT (-73.936292622472 40.849624041993)
106WEST   45 STREET10036.0,POINT (-73.983258877307 40.756988804299)
4101BROADWAY11103.0,POINT (-73.918108041552 40.75856100041)
13283 AVENUE10021.0,POINT (-73.958794665078 40.772232501136)
920FULTON STREET11238.0,POINT (-73.96418626321 40.682900414211)
528COLUMBUS AVENUE10024.0,POINT (-73.972450600195 40.786116811162)
6295 AVENUE11215.0,POINT (-73.991374510595 40.66329700124)
17104NORTHERN BLVD11358.0,POINT (-73.795583903346 40.758001931337)
3006AVENUE L11210.0,POINT (-73.945775655243 40.622000233576)
500WEST   48 STREET10036.0,POINT (-73.992780184359 40.763448214969)
79023 AVENUE11209.0,POINT (-74.029033169832 40.628440419352)
2785BROADWAY10025.0,POINT (-73.968022673472 40.80247986175)
214MULBERRY STREET10012.0,POINT (-73.996175877837 40.722153426537)
80175 AVENUE11209.0,POINT (-74.024222686472 40.625578728469)
154PRINCE STREET10012.0,POINT (-74.001172556313 40.725891856553)
1215THIRD AVENUE10021.0,POINT (-73.961403469724 40.768613074623)
180HESTER STREET10013.0,POINT (-73.997810282534 40.718102192506)
68303 AVENUE11220.0,POINT (-74.02585511945 40.636219895608)
922A4 AVENUE11232.0,POINT (-74.003413018685 40.655285265789)
362WILSON AVENUE11221.0,POINT (-73.91597563962 40.695141611902)
89EAST GUN HILL ROAD10467.0,POINT (-73.87964410776 40.881700258024)
81554 STREET11220.0,POINT (-74.005483955902 40.63854476799)
222BEACH  116 STREET11694.0,POINT (-73.837604702512 40.580520199084)
501 1/2EAST   83 STREET10028.0,POINT (-73.948193324494 40.773828398358)
1991BRONXDALE AVENUE10462.0,POINT (-73.864621602089 40.849932498115)
622EAST  187 STREET10458.0,POINT (-73.886741454718 40.855122018555)
97NASSAU AVENUE11222.0,POINT (-73.950234549976 40.723956984925)
373LENOX AVENUE10027.0,POINT (-73.943783072143 40.810111928909)
145DUANE STREET10013.0,POINT (-74.008015534265 40.716424879968)
11213ROCKAWAY BLVD11420.0,POINT (-73.825752318648 40.677204407605)
676FLUSHING AVENUE11206.0,POINT (-73.945744213474 40.700262096649)
777KENT AVENUE11205.0,POINT (-73.95999862098 40.697567100109)
180PARKSIDE AVENUE11226.0,POINT (-73.961714568633 40.654927588399)
810WEST  181 STREET10033.0,POINT (-73.938763711348 40.851030689063)
2214FULTON STREET11233.0,POINT (-73.907445517827 40.678079007006)
1375BOSTON ROAD10456.0,POINT (-73.897859156189 40.83280674652)
000JFK INTERNATIONAL AIRPORT TERM11430.0,POINT (-73.788281497594 40.648312826068)
8849 AVENUE10019.0,POINT (-73.985526854002 40.768149298383)
15672 AVENUE10028.0,POINT (-73.953922404121 40.774895806217)
45-1928 AVENUE11103.0,POINT (-73.909481481326 40.763495087647)
149ELIZABETH STREET10012.0,POINT (-73.99510453892 40.720297923113)
14116 AVENUE10019.0,POINT (-73.97693948003 40.764681266138)
980937TH AVE11368.0,POINT (-73.868899739783 40.752076120979)
1781RICHMOND ROAD10306.0,POINT (-74.103819505586 40.58717856638)
5802MYRTLE AVENUE11385.0,POINT (-73.901340978825 40.700476771433)
3424BROADWAY10031.0,POINT (-73.953068905393 40.822824262787)
24REED STREET11231.0,POINT (-74.016767373225 40.675175494846)
594CRESCENT STREET11208.0,POINT (-73.869520035049 40.673400685753)
3247FULTON STREET11208.0,POINT (-73.875176671137 40.682802362702)
2PENNSYLVANIA PLAZA10121.0,POINT (-73.991345194031 40.750009774218)
4437 AVENUE11215.0,POINT (-73.984706286649 40.663123384271)
3555JOHNSON AVENUE10463.0,POINT (-73.909820111173 40.886182573208)
690LEXINGTON AVENUE10022.0,POINT (-73.969353182058 40.760633717758)
1353639 AVENUE11354.0,POINT (-73.831585030599 40.759904894823)
6EAST   57 STREET10022.0,POINT (-73.973546864357 40.762772927699)
664FLATBUSH AVENUE11225.0,POINT (-73.960221214419 40.657087221201)
209EAST   23 STREET10010.0,POINT (-73.982678920347 40.738634498467)
32-20BROADWAY11106.0,POINT (-73.924360228878 40.761477481586)
23SAINT MARKS PLACE10003.0,POINT (-73.988620258477 40.729003862678)
3155 AVENUE11215.0,POINT (-73.983161095707 40.672922022948)
773FULTON STREET11217.0,POINT (-73.973757707267 40.6860402825)
728AFRANKLIN AVENUE11238.0,POINT (-73.956901884136 40.673645267146)
20ASTOR PLACE10003.0,POINT (-73.9916508975 40.729879703518)
402SOUTH    4 STREET11211.0,POINT (-73.95155240106 40.707730475769)
8817 AVENUE10019.0,POINT (-73.980444691149 40.7649344346)
448WILSON AVENUE11221.0,POINT (-73.912793753083 40.693324940091)
1007CHURCH AVENUE11218.0,POINT (-73.970133648974 40.646673793259)
23CLINTON STREET10002.0,POINT (-73.984281777618 40.720620833074)
4028BROADWAY10032.0,POINT (-73.939017853253 40.841964964473)
177ORCHARD STREET10002.0,POINT (-73.988379790034 40.721749420863)
165-25LIBERTY AVENUE11433.0,POINT (-73.79151424692 40.702223564768)
128SMITH STREET11201.0,POINT (-73.990109379303 40.687267028868)
5026 AVENUE10011.0,POINT (-73.997459657418 40.736481138391)
332NEW DORP LANE10306.0,POINT (-74.111227566836 40.571238094846)
77BOX STREET11222.0,POINT (-73.953533415721 40.737459871039)
4123162ND ST11358.0,POINT (-73.803880625907 40.761052121177)
1407BROADWAY10018.0,POINT (-73.98715066791 40.753432097521)
3319BROADWAY11106.0,POINT (-73.92355926454 40.761120132174)
592MANHATTAN AVENUE11222.0,POINT (-73.950307455072 40.722955176479)
7701WOODSIDE AVE11373.0,POINT (-73.887855685806 40.74356823227)
882 AVENUE10003.0,POINT (-73.988909258942 40.72686297359)
18BEAVER STREET10004.0,POINT (-74.012280912036 40.704970579402)
54058 AVENUE11220.0,POINT (-74.006136141753 40.638764317462)
181BLEECKER STREET10012.0,POINT (-74.000873144553 40.7290154029)
279FLATBUSH AVENUE11217.0,POINT (-73.974048762669 40.679387014324)
4COLUMBUS CIRCLE10019.0,POINT (-73.982797723376 40.767558799116)
2086CONEY ISLAND AVENUE11223.0,POINT (-73.961821758821 40.606358685642)
342134 AVE11106.0,POINT (-73.924616363851 40.75844194608)
76EAST  167 STREET10452.0,POINT (-73.919932220641 40.835250599957)
4555 AVENUE10016.0,POINT (-73.981953575789 40.751995888226)
44255 AVENUE11220.0,POINT (-74.00700189635 40.64827493466)
114EAST   40 STREET10016.0,POINT (-73.977742056099 40.750458082592)
4257MAIN ST11355.0,POINT (-73.82760872473 40.753728759629)
612 AVENUE10003.0,POINT (-73.989634598813 40.725913352319)
200WEST   14 STREET10011.0,POINT (-74.000111865446 40.738718148909)
63CARMINE STREET10014.0,POINT (-74.004354945112 40.729723473067)
320PARK AVENUE10022.0,POINT (-73.973798050467 40.757442664136)
64110 AVENUE10036.0,POINT (-73.99388857674 40.76181240366)
710218 AVENUE11204.0,POINT (-73.99375073575 40.615598338935)
535HUDSON STREET10014.0,POINT (-74.006173862074 40.734537707326)
244PORT RICHMOND AVENUE10302.0,POINT (-74.135276290303 40.635259112546)
1103KINGS HIGHWAY11229.0,POINT (-73.961731127286 40.607396184592)
1850NOSTRAND AVENUE11226.0,POINT (-73.948488145315 40.640583669315)
18903LINDEN BLVD11412.0,POINT (-73.762179770777 40.691722576023)
13123LIBERTY AVE11419.0,POINT (-73.81459391101 40.690202651213)
245-10HORACE HARDING EXPRESSWAY11362.0,POINT (-73.73390340602 40.75961017792)
419PUTNAM AVENUE11216.0,POINT (-73.944675277693 40.684649313756)
333SMITH STREET11231.0,POINT (-73.994606314043 40.680586547288)
66MADISON AVENUE10016.0,POINT (-73.986008575189 40.74358925004)
4FULTON STREET10038.0,POINT (-74.003289406016 40.706368278063)
302330TH AVE11102.0,POINT (-73.92194581216 40.767154770253)
