address,rest_coords
336AGRAHAM AVENUE11211.0,POINT (-73.944325986329 40.714221320668)
1418MERMAID AVENUE11224.0,POINT (-73.981867866142 40.5769340015)
679KNICKERBOCKER AVENUE11221.0,POINT (-73.911356512623 40.694833463589)
2951AVENUE U11229.0,POINT (-73.940935317697 40.600533612161)
2702EAST TREMONT AVENUE10461.0,POINT (-73.845712369143 40.842657066469)
701ALLERTON AVENUE10467.0,POINT (-73.867207521183 40.86543502791)
308EAST  188 STREET10458.0,POINT (-73.895119263526 40.860663350576)
1865BRUCKNER BOULEVARD10472.0,POINT (-73.86187375983 40.82600607064)
3765 AVENUE11215.0,POINT (-73.984567426531 40.671264375813)
1499FOREST AVENUE10302.0,POINT (-74.13862216958 40.624286944971)
13821 AVENUE10021.0,POINT (-73.955161240682 40.768926452747)
137PORT RICHMOND AVENUE10302.0,POINT (-74.133515865136 40.637758932819)
160PRINCE STREET10012.0,POINT (-74.001334911865 40.725971453002)
25907HILLSIDE AVE11004.0,POINT (-73.70904779852 40.737177178717)
1368CASTLE HILL AVENUE10462.0,POINT (-73.851967038504 40.835265473986)
641314 AVENUE11219.0,POINT (-73.998832823581 40.625103691743)
85NASSAU STREET10038.0,POINT (-74.007996719976 40.709969184639)
1267FOREST AVENUE10302.0,POINT (-74.131918671191 40.626347963398)
3420LINDEN PL11354.0,POINT (-73.831337815549 40.766275126368)
1762WESTCHESTER AVENUE10472.0,POINT (-73.867944216568 40.831406629348)
202CENTRE STREET10013.0,POINT (-73.999119771747 40.719032686337)
79153 AVENUE11209.0,POINT (-74.029040346212 40.62837454273)
79043 AVENUE11209.0,POINT (-74.02904037019 40.628429438393)
10COOPER STREET11207.0,POINT (-73.911154824985 40.683856952139)
1039BELMONT AVENUE11208.0,POINT (-73.870819794989 40.67425029496)
4601CHURCH AVENUE11203.0,POINT (-73.93412556904 40.651569160637)
9406ROOSEVELT AVE11372.0,POINT (-73.872165131964 40.748857452716)
1393389TH AVE11435.0,POINT (-73.812979346843 40.702691515876)
18WEST   29 STREET10001.0,POINT (-73.987928080057 40.745741361596)
5677 AVENUE10018.0,POINT (-73.987720663834 40.754963735968)
143EAST   49 STREET10017.0,POINT (-73.972279167983 40.755644489825)
99PARK AVENUE10016.0,POINT (-73.978665921568 40.75073822369)
141LAWRENCE STREET11201.0,POINT (-73.986282737649 40.6917323815)
6412 AVENUE10016.0,POINT (-73.975477368473 40.745341385526)
241BEACH  116 STREET11694.0,POINT (-73.837640648687 40.580542208432)
101RIVINGTON STREET10002.0,POINT (-73.988235789858 40.720025692256)
738MORRIS PARK AVENUE10462.0,POINT (-73.864706554324 40.845502592234)
231MOTT STREET10012.0,POINT (-73.995118805103 40.72252941951)
455MADISON AVENUE10022.0,POINT (-73.975393238921 40.758107248991)
2307 AVENUE10011.0,POINT (-73.995449214844 40.744369525404)
1673 AVENUE10003.0,POINT (-73.986140350695 40.734693487788)
3007EAST TREMONT AVENUE10461.0,POINT (-73.837514087601 40.840202946462)
4117BROADWAY10033.0,POINT (-73.938714771609 40.845321615242)
133-4239 AVENUE11354.0,POINT (-73.834139118565 40.759098909404)
111FULTON STREET10038.0,POINT (-74.006791958532 40.709741446444)
277GRAND STREET10002.0,POINT (-73.992763503105 40.717805550162)
2800VICTORY BOULEVARD10314.0,POINT (-74.153334607833 40.608845221944)
237WEST   35 STREET10001.0,POINT (-73.991287166835 40.752145193609)
10409METROPOLITAN AVENUE11375.0,POINT (-73.848559724821 40.710094536265)
151WEST   30 STREET10001.0,POINT (-73.991053137501 40.747882561927)
270WEST   39 STREET10018.0,POINT (-73.990185925753 40.754895354298)
259WEST    4 STREET10014.0,POINT (-74.003258363761 40.735287147851)
55EAST   53 STREET10022.0,POINT (-73.973616759453 40.75948472329)
11WEST   53 STREET10019.0,POINT (-73.977200664943 40.760995108468)
135EAST   55 STREET10022.0,POINT (-73.969833783555 40.759524962605)
702035TH AVE11372.0,POINT (-73.895560250748 40.750629546719)
10283 AVENUE10065.0,POINT (-73.965749576014 40.76270773611)
839PROSPECT AVENUE10459.0,POINT (-73.901466497603 40.820060569313)
14862 AVENUE10075.0,POINT (-73.955772708486 40.77232744295)
1940LINDEN BOULEVARD11207.0,POINT (-73.890446277893 40.658636470404)
145WEST   27 STREET10001.0,POINT (-73.992367050727 40.746013474201)
22401MERRICK BLVD11413.0,POINT (-73.745479374091 40.677842013684)
1442ASTORIA BLVD11102.0,POINT (-73.928741896626 40.7721491592)
66810 AVENUE10036.0,POINT (-73.99317373378 40.762773028647)
151WEST   46 STREET10036.0,POINT (-73.983666510565 40.757990700134)
651218 AVENUE11204.0,POINT (-73.990335659531 40.618987910816)
1401BEDFORD AVENUE11216.0,POINT (-73.953440009063 40.675139816329)
1518AMSTERDAM AVENUE10031.0,POINT (-73.952258789362 40.818879733885)
75SAINT MARKS PLACE10003.0,POINT (-73.985936121429 40.727867231945)
10773 AVENUE10065.0,POINT (-73.964571916568 40.764285614378)
79 STREET11231.0,POINT (-73.997429579313 40.674561862661)
1172VICTORY BOULEVARD10301.0,POINT (-74.102921836743 40.616666639324)
6111FRESH POND RD11379.0,POINT (-73.901100181965 40.714444708102)
4004UNION STREET11354.0,POINT (-73.826458247511 40.760278778665)
3839NOSTRAND AVENUE11235.0,POINT (-73.939921880442 40.59027581235)
625ATLANTIC AVENUE11217.0,POINT (-73.975615594405 40.683449625587)
23EAST   40 STREET10016.0,POINT (-73.979990296222 40.751427397223)
2220FOREST AVENUE10303.0,POINT (-74.163189228887 40.626807226795)
3477BROADWAY10031.0,POINT (-73.951965781681 40.824363606922)
1401PLAZA DRIVE10452.0,POINT (-73.918003180509 40.840494434182)
72WESTCHESTER SQ10461.0,POINT (-73.842673043219 40.841033548434)
83215 AVENUE11209.0,POINT (-74.025122456023 40.623366238773)
71786 STREET11228.0,POINT (-74.021439368569 40.618607531412)
461WEST   34 STREET10001.0,POINT (-73.998585110285 40.754344068533)
9431ROCKAWAY BLVD11417.0,POINT (-73.843828254208 40.680559880712)
78ORCHARD STREET10002.0,POINT (-73.990443945873 40.717681865782)
2120COLLEGE POINT BOULEVARD11356.0,POINT (-73.846027156129 40.780285812201)
343EAST   85 STREET10028.0,POINT (-73.951169818342 40.776744633111)
2021LEXINGTON AVENUE10035.0,POINT (-73.938432444269 40.802967353582)
113MULBERRY STREET10013.0,POINT (-73.99826844016 40.717624610705)
309BRADLEY AVENUE10314.0,POINT (-74.131531400046 40.603583136037)
165WEST   65 STREET10023.0,POINT (-73.984283593574 40.773907632553)
402610 AVENUE10034.0,POINT (-73.91543300173 40.869246393467)
590AMSTERDAM AVENUE10024.0,POINT (-73.97382517774 40.789328492106)
3181HARKNESS AVENUE11235.0,POINT (-73.929109905696 40.586558672364)
3916PRINCE ST11354.0,POINT (-73.832243080099 40.75947767553)
4112MAIN STREET11355.0,POINT (-73.829308976665 40.757848448537)
600WEST  218 STREET10034.0,POINT (-73.918158340694 40.872885130156)
16210CROCHERON AVE11358.0,POINT (-73.803482876938 40.762497931927)
860MELROSE AVENUE10451.0,POINT (-73.914139904033 40.823600481498)
53ROCKAWAY AVENUE11233.0,POINT (-73.911428647091 40.681304522133)
740BROADWAY10003.0,POINT (-73.992993104409 40.729877048594)
395010 AVENUE10034.0,POINT (-73.916983178547 40.867117614101)
311PAGE AVENUE10307.0,POINT (-74.233238813924 40.516647001723)
698NOSTRAND AVENUE11216.0,POINT (-73.950055137853 40.674704716569)
473MCDONALD AVENUE11218.0,POINT (-73.979356496658 40.642413181326)
158EAST   23 STREET10010.0,POINT (-73.984089727109 40.739216592658)
730COLUMBUS AVENUE10025.0,POINT (-73.96770961573 40.792620635885)
100WEST  143 STREET10030.0,POINT (-73.937333490981 40.819193695608)
10620CORONA AVE11368.0,POINT (-73.856278091935 40.743719665047)
4315KATONAH AVENUE10470.0,POINT (-73.867497980473 40.899168041281)
15003 AVENUE10028.0,POINT (-73.954707487006 40.777843985308)
146WYCKOFF AVENUE11237.0,POINT (-73.916950465494 40.70287160305)
5588BROADWAY10463.0,POINT (-73.904596995566 40.879168332847)
361TROY AVENUE11213.0,POINT (-73.936930031749 40.666041216646)
24937 AVENUE10030.0,POINT (-73.939253581906 40.821371308306)
58EAST   34 STREET10016.0,POINT (-73.98240231572 40.747513763211)
50GREENWICH AVENUE10011.0,POINT (-74.000562909955 40.735671459734)
158-46CROSSBAY BOULEVARD11414.0,POINT (-73.84009917615 40.660040241758)
17052 AVENUE10128.0,POINT (-73.950662376342 40.779371146093)
4724BELL BLVD11361.0,POINT (-73.767517141045 40.75649652054)
856MARCY AVENUE11216.0,POINT (-73.946983278516 40.684148110634)
8830PARSONS BOULEVARD11432.0,POINT (-73.802029495333 40.706378582787)
1048CONEY ISLAND AVENUE11230.0,POINT (-73.966742757826 40.632141983284)
4379WHITE PLAINS ROAD10466.0,POINT (-73.854800539092 40.897827010659)
6147188TH ST11365.0,POINT (-73.785771692593 40.73938547537)
370873RD ST11372.0,POINT (-73.892647540849 40.748444771943)
10072 AVENUE10022.0,POINT (-73.967041171451 40.756924907653)
2527 AVENUE11215.0,POINT (-73.979499513475 40.669399877712)
632218 AVENUE11204.0,POINT (-73.989352140632 40.619956732515)
54187 AVENUE11220.0,POINT (-74.008413486357 40.640045985932)
641HANCOCK STREET11233.0,POINT (-73.929946084857 40.684847116642)
970564 AVENUE11374.0,POINT (-73.860168906109 40.729786543966)
258FRANKLIN STREET11222.0,POINT (-73.958413676549 40.73494479503)
53048 AVENUE11220.0,POINT (-74.00557049714 40.639335260989)
1709AMSTERDAM AVENUE10031.0,POINT (-73.947824596406 40.824908004178)
9010ROOSEVELT AVE11372.0,POINT (-73.875969898765 40.748452658794)
6303 AVENUE10017.0,POINT (-73.975165336169 40.74979057691)
73MOTT STREET10013.0,POINT (-73.998106145023 40.716271437418)
11226FRANCIS LEWIS BLVD11429.0,POINT (-73.749521482152 40.703500930952)
910931ST AVE11369.0,POINT (-73.877474980516 40.760133240618)
900131ST AVE11369.0,POINT (-73.878457016493 40.76002998398)
310830TH AVE11102.0,POINT (-73.921227817806 40.766802950701)
106PAGE AVENUE10309.0,POINT (-74.23504061747 40.521723942267)
8026NORTHERN BLVD11372.0,POINT (-73.886911697316 40.755380766968)
399WEST BROADWAY10012.0,POINT (-74.002128589558 40.72429713347)
3048BUHRE AVENUE10461.0,POINT (-73.830816527086 40.847532715455)
4018150TH ST11354.0,POINT (-73.814223847717 40.763207502284)
402HENRY STREET11201.0,POINT (-73.997836533494 40.687448590219)
10SOUTH STREET10004.0,POINT (-74.011631125861 40.701687901075)
478TH AVE10014.0,POINT (-74.003871976658 40.738525950177)
239WEST  116 STREET10026.0,POINT (-73.954126199879 40.803899675204)
7539 AVENUE10019.0,POINT (-73.988653981842 40.763903510982)
511513 AVENUE11219.0,POINT (-73.993421168472 40.633752320524)
5484 AVENUE11215.0,POINT (-73.991669634713 40.666824062619)
306SAINT NICHOLAS AVENUE10027.0,POINT (-73.952405351058 40.810999633875)
6008 AVENUE10018.0,POINT (-73.99110265496 40.755411443859)
22891 AVENUE10035.0,POINT (-73.934613055888 40.797102458763)
210WEST   94 STREET10025.0,POINT (-73.97182296924 40.79295108905)
301EAST  108 STREET10029.0,POINT (-73.94122724784 40.791792198269)
1263EDWARD L GRANT HIGHWAY10452.0,POINT (-73.92228223439 40.837453494004)
318LAFAYETTE AVENUE11238.0,POINT (-73.963130337537 40.688504908999)
266SUYDAM STREET11237.0,POINT (-73.923544031307 40.702288808017)
2306JACKSON AVE11101.0,POINT (-73.945450683889 40.745879991168)
1904BATH AVENUE11214.0,POINT (-74.003651591047 40.602546995047)
11302SPRINGFIELD BLVD11429.0,POINT (-73.740373826438 40.703796232906)
1073FLATBUSH AVENUE11226.0,POINT (-73.95795139689 40.644454931217)
14718NORTHERN BLVD11354.0,POINT (-73.819091896451 40.765158571682)
106EAST   60 STREET10022.0,POINT (-73.968781590753 40.763290489621)
6961JUNIPER BLVD S11379.0,POINT (-73.886129947045 40.716643106005)
8304ASTORIA BOULEVARD11370.0,POINT (-73.885942592382 40.764808061214)
501BATLANTIC AVENUE11217.0,POINT (-73.981275732313 40.685550442453)
814UNION STREET11215.0,POINT (-73.975049357174 40.674287442766)
87NORMAN AVENUE11222.0,POINT (-73.951954432403 40.725365783731)
526AWILLIS AVENUE10455.0,POINT (-73.917983331884 40.815649022675)
9541ROOSEVELT AVE11372.0,POINT (-73.870237432425 40.749077614718)
441EAST    9 STREET10009.0,POINT (-73.983071500861 40.727435916683)
230VARICK STREET10014.0,POINT (-74.005213625507 40.729199187034)
25410 AVENUE10001.0,POINT (-74.003374516952 40.748763929496)
37EAST    8 STREET10003.0,POINT (-73.994342396605 40.731408702109)
5023CHURCH AVENUE11203.0,POINT (-73.930078225687 40.651797323661)
241WEST BROADWAY10013.0,POINT (-74.005887490861 40.719737943896)
59108 AVENUE11220.0,POINT (-74.009093931302 40.635945229624)
76ORCHARD STREET10002.0,POINT (-73.990472813499 40.717624228055)
2066WALLACE AVENUE10462.0,POINT (-73.864873661121 40.852177988981)
111SOUTH STREET10038.0,POINT (-74.002081141534 40.706851385931)
16BOWERY ST10013.0,POINT (-73.997200777311 40.714484574584)
8611LEFFERTS BLVD11418.0,POINT (-73.831323396596 40.700949588566)
222EAST   58 STREET10022.0,POINT (-73.966353483093 40.76061915369)
119EAST  183 STREET10453.0,POINT (-73.90132346921 40.857893920553)
1508AVENUE J11230.0,POINT (-73.961050832086 40.62520137634)
174SMITH STREET11201.0,POINT (-73.991148045218 40.685730040259)
33-1623 AVENUE11105.0,POINT (-73.91167381665 40.773501438044)
320WEST   45 STREET10036.0,POINT (-73.989228676314 40.759498229606)
420WEST  118 STREET10027.0,POINT (-73.95890994729 40.807609639467)
12JOHN STREET10038.0,POINT (-74.009100465865 40.709996550054)
359BOWERY STREET10003.0,POINT (-73.991626025954 40.726827522147)
4107BELL BLVD11361.0,POINT (-73.770857420162 40.763392606738)
12032QUEENS BLVD11415.0,POINT (-73.82905869065 40.713487113468)
331021ST ST11106.0,POINT (-73.932446777083 40.764441376302)
577 AVENUE11217.0,POINT (-73.974511610981 40.675829888705)
13303 AVENUE10075.0,POINT (-73.958657350695 40.772424584661)
4537BELL BLVD11361.0,POINT (-73.768756458994 40.75924653805)
32SPRING STREET10012.0,POINT (-73.995660012794 40.721684052993)
5525MYRTLE AVE11385.0,POINT (-73.907721586891 40.699949598291)
339EAST  108 STREET10029.0,POINT (-73.939566618737 40.791091424667)
4119162ND ST11358.0,POINT (-73.803876926894 40.761082307272)
596MANHATTAN AVENUE11222.0,POINT (-73.950347090563 40.723021068061)
657WASHINGTON AVENUE11238.0,POINT (-73.963738396206 40.677726371631)
1965 AVENUE11217.0,POINT (-73.980218274803 40.676783452994)
1764AMSTERDAM AVENUE10031.0,POINT (-73.946504270056 40.826751862978)
60710 AVENUE10036.0,POINT (-73.994643112416 40.760777667525)
42EAST   58 STREET10022.0,POINT (-73.971485622185 40.762786157862)
91054 AVENUE11209.0,POINT (-74.029893542786 40.618998140766)
3861BROADWAY10032.0,POINT (-73.942994417363 40.836647705507)
168 1/2DELANCEY STREET10002.0,POINT (-73.985570326443 40.717662142765)
3807BROADWAY11103.0,POINT (-73.919670131944 40.759292210644)
4006EAST TREMONT AVENUE10465.0,POINT (-73.817937256995 40.820205571575)
2600NETHERLAND AVENUE10463.0,POINT (-73.915677632445 40.878737837889)
1350AVENUE OF THE AMERICAS10019.0,POINT (-73.978340789128 40.76272452693)
1715CORNELIA STREET11385.0,POINT (-73.905452560641 40.700345741758)
13545ROOSEVELT AVENUE11354.0,POINT (-73.831092198456 40.759237192918)
211DEKALB AVENUE11205.0,POINT (-73.970918489751 40.689536439495)
170ALLEN STREET10002.0,POINT (-73.989303423376 40.721269176451)
9010ATLANTIC AVENUE11416.0,POINT (-73.852174447288 40.687188609605)
499EAST  163 STREET10451.0,POINT (-73.909586258112 40.824357281332)
11420SUTPHIN BOULEVARD11434.0,POINT (-73.793495065931 40.685728274301)
30EAST   33 STREET10016.0,POINT (-73.983192831941 40.746975908461)
772 AVENUE10003.0,POINT (-73.989215994423 40.726478735577)
5CATHERINE STREET10038.0,POINT (-73.997388383778 40.713729767594)
5174KINGS PLAZA MALL11234.0,POINT (-73.92200047869 40.610112564076)
22117NORTHERN BOULEVARD11361.0,POINT (-73.760069791107 40.761726444713)
318GRAND STREET11211.0,POINT (-73.956613233836 40.712667598609)
115MACDOUGAL STREET10012.0,POINT (-74.000483483993 40.73001175509)
1030AMSTERDAM AVENUE10025.0,POINT (-73.963510698204 40.803472115272)
47WEST   14 STREET10011.0,POINT (-73.99515385089 40.736653984289)
664LEXINGTON AVENUE10022.0,POINT (-73.969891371765 40.759892775399)
1660EAST GUN HILL ROAD10469.0,POINT (-73.837714700991 40.866017481115)
2279STEINWAY ST11105.0,POINT (-73.90757861032 40.771590607643)
3319FULTON STREET11208.0,POINT (-73.872990533839 40.683423025747)
236EAST   53 STREET10022.0,POINT (-73.968488420896 40.757306835748)
52048 AVENUE11220.0,POINT (-74.004986825994 40.639895223365)
9505AVENUE L11236.0,POINT (-73.896717627989 40.637757245537)
454ALENOX AVENUE10037.0,POINT (-73.941978325349 40.812551110081)
250WYCKOFF AVENUE11237.0,POINT (-73.912953764428 40.700554795216)
4201WEBSTER AVENUE10470.0,POINT (-73.863483077625 40.895507377518)
2855ULMER STREET11354.0,POINT (-73.835662607013 40.770675763237)
387JAY STREET11201.0,POINT (-73.987303192315 40.691974039099)
7112GRAND AVE11378.0,POINT (-73.892096371264 40.727839298837)
700AVENUE OF THE AMERICAS10010.0,POINT (-73.993132520787 40.742431607851)
2200WESTCHESTER AVENUE10462.0,POINT (-73.851456239159 40.834210833785)
1957VICTORY BOULEVARD10314.0,POINT (-74.129330508467 40.612566592595)
11WEST   31 STREET10001.0,POINT (-73.986643076461 40.746830889626)
2997 AVENUE11215.0,POINT (-73.980833760605 40.667764221334)
518NOSTRAND AVENUE11216.0,POINT (-73.949747417247 40.681174019354)
441730 AVENUE11103.0,POINT (-73.911576837783 40.762289027134)
85023 AVENUE11209.0,POINT (-74.03077484518 40.62418006021)
4060BROADWAY10032.0,POINT (-73.939143102004 40.843323675305)
2538PITKIN AVENUE11208.0,POINT (-73.878584788332 40.674423470763)
262NASSAU AVENUE11222.0,POINT (-73.940596416461 40.725972546727)
208EAST   34 STREET10016.0,POINT (-73.977747310968 40.745550450152)
4645KISSENA BLVD11355.0,POINT (-73.818141460712 40.749720510837)
1235AMSTERDAM AVENUE10027.0,POINT (-73.958861631653 40.809794439959)
2933 AVENUE10010.0,POINT (-73.983335699986 40.738546763315)
15853 AVENUE10128.0,POINT (-73.952499210627 40.780837619414)
455NORTH END AVENUE10282.0,POINT (-74.014166271112 40.717376719719)
118MADISON AVENUE10016.0,POINT (-73.98473425815 40.745332011569)
325EAST   48 STREET10017.0,POINT (-73.968717701625 40.753324252007)
325AMSTERDAM AVENUE10023.0,POINT (-73.980057280168 40.78074415885)
414WEST   42 STREET10036.0,POINT (-73.993325757553 40.758705305754)
59WEST   37 STREET10018.0,POINT (-73.984989184819 40.751109767831)
383WEST   31 STREET10001.0,POINT (-73.996924927429 40.751173837979)
3372ATLANTIC AVENUE11208.0,POINT (-73.871973758914 40.681555445711)
189CHURCH STREET10007.0,POINT (-74.007221850438 40.715812849346)
325FRANKLIN AVENUE11238.0,POINT (-73.957087095592 40.688291458438)
41224 AVENUE11232.0,POINT (-74.00752116891 40.651338076521)
142WEST   83 STREET10024.0,POINT (-73.974881298604 40.785060639154)
145WEST   51 STREET10019.0,POINT (-73.981831918905 40.761311582302)
2702BEAST TREMONT AVENUE10461.0,POINT (-73.845712369143 40.842657066469)
244MULBERRY STREET10012.0,POINT (-73.995843921175 40.722979589862)
1456RICHMOND ROAD10304.0,POINT (-74.099530912362 40.594008667594)
16425NORTHERN BOULEVARD11358.0,POINT (-73.801766564649 40.76062579504)
4435DOUGLASTON PKWY11363.0,POINT (-73.745076000031 40.766050066906)
351KINGSTON AVENUE11213.0,POINT (-73.942400954621 40.667062409776)
6320WOODHAVEN BOULEVARD11374.0,POINT (-73.868911961275 40.723964234282)
43EAST   34 STREET10016.0,POINT (-73.982510569589 40.747579654039)
1352579TH ST11414.0,POINT (-73.856717879977 40.672067901218)
597HUDSON STREET10014.0,POINT (-74.005852933681 40.736958606135)
32MULBERRY STREET10013.0,POINT (-73.999595987726 40.714608122626)
72GROVE STREET10014.0,POINT (-74.002796407071 40.733280737209)
12301ROOSEVELT AVENUE11368.0,POINT (-73.845397132929 40.754695559225)
241AROCKAWAY PARKWAY11212.0,POINT (-73.920653278995 40.661601028928)
255BLEECKER STREET10014.0,POINT (-74.002915384049 40.731098646119)
376NINTH STREET11215.0,POINT (-73.983548092373 40.667822283476)
279NOSTRAND AVENUE11216.0,POINT (-73.951324307032 40.68922237953)
21EAST    9 STREET10003.0,POINT (-73.994724787541 40.732347429966)
3027STRATTON STREET11354.0,POINT (-73.834693968308 40.769658810731)
621HUDSON STREET10014.0,POINT (-74.005618475557 40.738048289072)
4EAST   60 STREET10022.0,POINT (-73.972159859674 40.764713143321)
